,Village,Group ID,Member ID,Branch Name,Circle Name,Loan Amount,Product Type,Name of Model,Product Detail,Institution Name,Manufacturer Name,Loan Account Number,Loan Application Date,Product Installed Date,Document Signature Date,loan_id,household_id,product_id,branch_id,partner_id
3472,Halasangi,950855,10,Indi,CHIKKABEVANUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,104531,2019-03-15T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-15T00:00:00+05:30,161-104531,950855-10,38.0,149.0,1
3473,Bijapur CMC,937798,11,Bijapur,VIJAYAPUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,118546,2018-11-16T000000+0530,2018-11-20T000000+0530,2018-11-16T000000+0530,158-118546,937798-11,38.0,146.0,1
3474,Y.T. HALLI,596260,8,Channapatna,VIRUPAKSHIPURA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,131271,2018-09-21T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-21T00:00:00+05:30,148-131271,596260-8,35.0,137.0,1
3475,Ranebennur F,126967,10,Ranebennur,Ranebennur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,109267,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,34-109267,126967-10,38.0,34.0,1
3476,Kudgi,941405,1,Basavan Bagevadi,Mulawad,9500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,29446,2018-02-22T00:00:00+05:30,2018-02-22T00:00:00+05:30,2018-02-22T00:00:00+05:30,159-29446,941405-1,43.0,147.0,1
3477,KATTEBELAGULI,376738,5,Holenarasipura,HALEKOTE,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,154742,2017-12-23T00:00:00+05:30,2017-12-27T00:00:00+05:30,2017-12-23T00:00:00+05:30,102-154742,376738-5,37.0,94.0,1
3478,Kumbiganahalli,557059,2,Shidlaghatta,Chimangala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,83047,2018-07-21T00:00:00+05:30,2018-07-24T00:00:00+05:30,2018-07-21T00:00:00+05:30,140-83047,557059-2,38.0,129.0,1
3479,Nippani,88296,4,Chikodi,Nippani,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,172969,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,45-172969,88296-4,35.0,43.0,1
3480,Ladha,925237,3,Aurad,SANTPUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,65127,2018-09-10T00:00:00+05:30,2018-09-13T00:00:00+05:30,2018-09-10T00:00:00+05:30,156-65127,925237-3,38.0,144.0,1
3481,BOVI NAGARA,577365,6,Mulubagilu,MULBAGAL,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,166578,2018-11-13T000000+0530,2018-11-19T000000+0530,2018-11-13T000000+0530,144-166578,577365-6,38.0,133.0,1
3482,Homnabad TMC,915380,9,Homnabad,Humanabad,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,165420,2019-01-07T00:00:00+05:30,2019-01-11T00:00:00+05:30,2019-01-07T00:00:00+05:30,154-165420,915380-9,38.0,142.0,1
3483,Itga,916375,7,Homnabad,Kallur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,171337,2019-03-09T00:00:00+05:30,2019-03-15T00:00:00+05:30,2019-03-09T00:00:00+05:30,154-171337,916375-7,38.0,142.0,1
3484,BYRAKUR,575044,5,Mulubagilu,BYRAKUR,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,73383,2017-10-03T00:00:00+05:30,2017-10-11T00:00:00+05:30,2017-10-03T00:00:00+05:30,144-73383,575044-5,37.0,133.0,1
3485,Dubalgundi,915401,2,Homnabad,Dubalagundi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,165571,2019-01-08T00:00:00+05:30,2019-01-15T00:00:00+05:30,2019-01-08T00:00:00+05:30,154-165571,915401-2,38.0,142.0,1
3486,Saragooru,405612,6,Malavalli,POORIGALI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,174030,2018-11-01T000000+0530,2018-11-05T000000+0530,2018-11-01T000000+0530,108-174030,405612-6,38.0,100.0,1
3487,BENDEKERE,365909,4,Arasikere,BENDEKERE,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,191894,2019-03-09T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-09T00:00:00+05:30,100-191894,365909-4,36.0,92.0,1
3488,Karkunje,685442,12,Kundapur B,Vandse,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,773935,2017-12-22T00:00:00+05:30,2017-12-25T00:00:00+05:30,2017-12-22T00:00:00+05:30,173-773935,685442-12,43.0,2568.0,1
3489,Bisilavadi,244054,2,Chamarajanagar,ARAKALAVADI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,229559,2017-12-28T00:00:00+05:30,2018-01-01T00:00:00+05:30,2017-12-28T00:00:00+05:30,74-229559,244054-2,37.0,71.0,1
3490,Agni,996574,10,Shorapur,Mudnoor,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,100762,2019-01-05T00:00:00+05:30,2019-01-09T00:00:00+05:30,2019-01-05T00:00:00+05:30,170-100762,996574-10,38.0,158.0,1
3491,Hilluru,691401,8,Kumta,Hireguthi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,360400,2019-01-08T00:00:00+05:30,2019-01-09T00:00:00+05:30,2019-01-08T00:00:00+05:30,16-360400,691401-8,38.0,16.0,1
3492,Chabbi,107929,14,Hubli,Chabbi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,287814,2018-09-05T00:00:00+05:30,2018-09-11T00:00:00+05:30,2018-09-05T00:00:00+05:30,31-287814,107929-14,38.0,31.0,1
3493,KATTARIGUPPE,560908,9,Chintamani,AMBHAJIDURGA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,95978,2017-12-06T00:00:00+05:30,2017-12-11T00:00:00+05:30,2017-12-06T00:00:00+05:30,141-95978,560908-9,37.0,130.0,1
3494,Valnuru,870669,11,Somwarpet,Kushalanagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,421495,2018-11-03T000000+0530,2018-11-06T000000+0530,2018-11-03T000000+0530,29-421495,870669-11,38.0,29.0,1
3495,Rudrapura,281847,11,Channagere,Lingadahalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,291986,2019-01-18T00:00:00+05:30,2019-01-21T00:00:00+05:30,2019-01-18T00:00:00+05:30,91-291986,281847-11,38.0,88.0,1
3496,HANCHIKUPPE,605297,14,Magadi,MADABAL,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,69582,2017-12-02T00:00:00+05:30,2017-12-04T00:00:00+05:30,2017-12-02T00:00:00+05:30,150-69582,605297-14,37.0,139.0,1
3497,MUNDKUR,664133,14,Karkala,BELMAN,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,874116,2018-06-28T00:00:00+05:30,2018-07-05T00:00:00+05:30,2018-06-28T00:00:00+05:30,3-874116,664133-14,36.0,3.0,1
3498,H.GOLLAHALLI,575979,8,Mulubagilu,MUDIYANURU,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,116005,2018-02-15T00:00:00+05:30,2018-02-19T00:00:00+05:30,2018-02-15T00:00:00+05:30,144-116005,575979-8,37.0,133.0,1
3499,PAVAGADA,48602,6,Pavagada,KASABA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,82838,2019-03-16T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-16T00:00:00+05:30,53-82838,48602-6,38.0,51.0,1
3500,Kadaklat,85758,2,Chikodi,Kadaklat,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,190963,2018-09-20T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-20T00:00:00+05:30,45-190963,85758-2,38.0,43.0,1
3501,Haliyal,106823,2,Hubli,Aadaragunchi,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,287934,2018-09-06T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-06T00:00:00+05:30,31-287934,106823-2,43.0,31.0,1
3502,SAPTASAGAR,56965,5,Athani,DARUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,147321,2018-12-31T00:00:00+05:30,2019-01-02T00:00:00+05:30,2018-12-31T00:00:00+05:30,43-147321,56965-5,38.0,41.0,1
3503,Mundargi A,158292,1,Shirahatti,Mundargi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,72768,2018-06-25T00:00:00+05:30,2018-07-02T00:00:00+05:30,2018-06-25T00:00:00+05:30,37-72768,158292-1,38.0,37.0,1
3504,HONNAVARA,411214,1,Nagamangala,BINDIGANAVILE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,126640,2018-09-25T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-25T00:00:00+05:30,109-126640,411214-1,38.0,101.0,1
3505,Gulagenahalli Nijagunamma,43312,7,Sira,Shira,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,124756,2018-11-21T000000+0530,2018-11-21T000000+0530,2018-11-21T000000+0530,54-124756,43312-7,38.0,52.0,1
3506,Uppanasi,176468,4,Hanagal,Kusanur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,94069,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,65-94069,176468-4,38.0,62.0,1
3507,Thuppadakurahatti,113221,10,Navalgunda,Shalawadi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143059,2019-03-23T00:00:00+05:30,2019-03-25T00:00:00+05:30,2019-03-23T00:00:00+05:30,32-143059,113221-10,38.0,32.0,1
3508,Mehkar,931340,9,Bhalki,Mehakar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,107613,2019-03-13T00:00:00+05:30,2019-03-19T00:00:00+05:30,2019-03-13T00:00:00+05:30,157-107613,931340-9,38.0,145.0,1
3509,GEETHA MANDIRA BADAVANE,591467,1,Ramanagara,KASABA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,602924,2018-09-25T00:00:00+05:30,2018-09-27T00:00:00+05:30,2018-09-25T00:00:00+05:30,147-602924,591467-1,35.0,136.0,1
3510,K.NANDAGAD,50394,6,Khanapur,Halakarni,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,111431,2019-01-07T00:00:00+05:30,2019-01-10T00:00:00+05:30,2019-01-07T00:00:00+05:30,52-111431,50394-6,38.0,50.0,1
3511,T. Gollahalli,571460,9,Bangarpete,Bethamangala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,179257,2019-01-10T00:00:00+05:30,2019-01-11T00:00:00+05:30,2019-01-10T00:00:00+05:30,143-179257,571460-9,38.0,132.0,1
3512,Karkeshwar,850767,22,Koppa,Jayapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,244498,2017-10-07T00:00:00+05:30,2017-10-12T00:00:00+05:30,2017-10-07T00:00:00+05:30,22-244498,850767-22,38.0,22.0,1
3513,Dadadalli,205325,5,Arkalgud,BAICHANAHALLY,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,189836,2018-11-06T000000+0530,2018-11-12T000000+0530,2018-11-06T000000+0530,68-189836,205325-5,38.0,65.0,1
3514,Garampalli,975180,8,Chincholi,CHIMMANACHODA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,54338,2019-03-21T00:00:00+05:30,2019-03-28T00:00:00+05:30,2019-03-21T00:00:00+05:30,166-54338,975180-8,38.0,154.0,1
3515,Rudrapattana,207812,6,Arkalgud,Ramanathpura,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,118265,2017-10-14T00:00:00+05:30,2017-10-16T00:00:00+05:30,2017-10-14T00:00:00+05:30,68-118265,207812-6,35.0,65.0,1
3516,Ravanduru,902449,10,Piriyapatna,Piriyapattana,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,338780,2019-04-24T00:00:00+05:30,2019-04-26T00:00:00+05:30,2019-04-24T00:00:00+05:30,152-338780,902449-10,38.0,140.0,1
3517,Shindikurbet A,79668,1,Gokak,Arabhavi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,218731,2019-02-25T00:00:00+05:30,2019-03-01T00:00:00+05:30,2019-02-25T00:00:00+05:30,47-218731,79668-1,38.0,45.0,1
3518,BETTAHALASURU,482583,2,Devanahalli,CHIKKAJALA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,205470,2019-04-20T00:00:00+05:30,2019-04-25T00:00:00+05:30,2019-04-20T00:00:00+05:30,123-205470,482583-2,38.0,115.0,1
3519,BETTAHALASURU,482648,8,Devanahalli,CHIKKAJALA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,180493,2018-10-29T000000+0530,2018-11-01T000000+0530,2018-10-29T000000+0530,123-180493,482648-8,38.0,115.0,1
3520,Noor nagara,568359,5,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,214190,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-214190,568359-5,38.0,131.0,1
3521,Abalavadi,397069,7,Maddur,KOPPA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,199474,2018-12-27T00:00:00+05:30,2019-01-04T00:00:00+05:30,2018-12-27T00:00:00+05:30,106-199474,397069-7,38.0,98.0,1
3522,Udugere,836260,11,Kadur,Yagati,14000,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,308108,2019-03-02T00:00:00+05:30,2019-03-07T00:00:00+05:30,2019-03-02T00:00:00+05:30,20-308108,836260-11,36.0,20.0,1
3523,KOONURU,600683,16,Kanakapura,KANAKAPURA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,109898,2017-11-29T00:00:00+05:30,2017-12-05T00:00:00+05:30,2017-11-29T00:00:00+05:30,149-109898,600683-16,37.0,138.0,1
3524,DHABBEGATTA,382007,1,Krishnarajapete,LAKSHMIPURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,165745,2018-07-13T00:00:00+05:30,2018-07-24T00:00:00+05:30,2018-07-13T00:00:00+05:30,103-165745,382007-1,43.0,95.0,1
3525,Mamadapur K.L,86722,1,Chikodi,Akkol,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,167058,2018-06-05T00:00:00+05:30,2018-06-11T00:00:00+05:30,2018-06-05T00:00:00+05:30,45-167058,86722-1,38.0,43.0,1
3526,Ajri,683321,2,Kundapur B,Siddapura,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,768023,2017-11-23T00:00:00+05:30,2017-12-01T00:00:00+05:30,2017-11-23T00:00:00+05:30,173-768023,683321-2,43.0,2568.0,1
3527,BALIGANAHALLI,581365,1,Malur,Kudiyanuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,159467,2019-01-18T00:00:00+05:30,2019-01-22T00:00:00+05:30,2019-01-18T00:00:00+05:30,145-159467,581365-1,38.0,134.0,1
3528,LALANAKERE,411961,7,Nagamangala,BINDIGANAVILE,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,98277,2017-12-27T00:00:00+05:30,2018-01-03T00:00:00+05:30,2017-12-27T00:00:00+05:30,109-98277,411961-7,37.0,101.0,1
3529,Narona,960724,3,Aland,Narona,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,68654,2019-03-02T00:00:00+05:30,2019-03-04T00:00:00+05:30,2019-03-02T00:00:00+05:30,163-68654,960724-3,38.0,151.0,1
3530,CHIKKAHALLI,605283,6,Magadi,THIPPASANDRA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,72494,2018-01-03T00:00:00+05:30,2018-01-09T00:00:00+05:30,2018-01-03T00:00:00+05:30,150-72494,605283-6,37.0,139.0,1
3531,Hasudi-B,758410,6,Shimoga,Pillangeri,26000,Solar Light Selco,SB8HLS,8 CFL,SKDRDP,SELCO,623113,2017-12-22T00:00:00+05:30,2017-12-26T00:00:00+05:30,2017-12-22T00:00:00+05:30,23-623113,758410-6,47.0,23.0,1
3532,Mallaiahnapura,243668,3,Chamarajanagar,BADANAGUPPE,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,186275,2017-10-23T00:00:00+05:30,2017-10-25T00:00:00+05:30,2017-10-23T00:00:00+05:30,74-186275,243668-3,37.0,71.0,1
3533,ADDAGAL,585040,3,Shrinivasapura,Gownipalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183567,2019-01-18T00:00:00+05:30,2019-01-22T00:00:00+05:30,2019-01-18T00:00:00+05:30,146-183567,585040-3,38.0,135.0,1
3534,AKKIRAMPURA,37720,1,Koratagere,AKKIRAMPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,61018,2019-03-08T00:00:00+05:30,2019-03-14T00:00:00+05:30,2019-03-08T00:00:00+05:30,55-61018,37720-1,38.0,53.0,1
3535,Banuvalli,267415,3,Harihara,BHANUVALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168969,2018-09-17T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-17T00:00:00+05:30,92-168969,267415-3,38.0,89.0,1
3536,Chikkshellikeri,510865,5,Bagalakote,NAVANAGARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,99511,2019-03-23T00:00:00+05:30,2019-03-25T00:00:00+05:30,2019-03-23T00:00:00+05:30,129-99511,510865-5,38.0,120.0,1
3537,Ranebennur E,132063,1,Ranebennur,Ranebennur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,109314,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,34-109314,132063-1,38.0,34.0,1
3538,Hadinabala,705444,2,Honnavar,Hadinbala,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,413508,2018-06-05T00:00:00+05:30,2018-06-08T00:00:00+05:30,2018-06-05T00:00:00+05:30,17-413508,705444-2,36.0,17.0,1
3539,MURGUNDI,56405,5,Athani,ATHANI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,151902,2019-03-05T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-05T00:00:00+05:30,43-151902,56405-5,38.0,41.0,1
3540,BHIMANA HALLI,410500,9,Nagamangala,DEVALAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,126509,2018-09-22T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-22T00:00:00+05:30,109-126509,410500-9,38.0,101.0,1
3541,Harihara Nagarasabhe,268534,7,Harihara,HARIHARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168864,2018-09-15T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-15T00:00:00+05:30,92-168864,268534-7,38.0,89.0,1
3542,"S/o. Lingappa Gowda, Manikkala House, Balya Village,Puttur",621008,1,Puttur,Kadaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,447058,2018-09-17T00:00:00+05:30,2018-09-19T00:00:00+05:30,2018-09-17T00:00:00+05:30,5-447058,621008-1,38.0,5.0,1
3543,Nayakanahatti,313615,4,Challakere,Nayakanahatti,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,237719,2018-11-21T000000+0530,2018-11-21T000000+0530,2018-11-21T000000+0530,77-237719,313615-4,38.0,74.0,1
3544,KHAJIHOSAHALLI,492201,14,Hosakote,JADAGANAHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,186548,2019-03-13T00:00:00+05:30,2019-03-14T00:00:00+05:30,2019-03-13T00:00:00+05:30,125-186548,492201-14,38.0,117.0,1
3545,MATTHIKERE,605834,1,Magadi,MADABAL,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,76827,2018-02-10T00:00:00+05:30,2018-02-12T00:00:00+05:30,2018-02-10T00:00:00+05:30,150-76827,605834-1,37.0,139.0,1
3546,Chinnakote,572281,3,Bangarpete,KGF,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,182413,2019-03-05T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-03-05T00:00:00+05:30,143-182413,572281-3,50.0,132.0,1
3547,Navalihala,89070,2,Chikodi,Kadaklat,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,173096,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-07-03T00:00:00+05:30,45-173096,89070-2,38.0,43.0,1
3548,Jigani CT,1010976,10,Anekal,Jigani,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,115724,2019-03-15T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-15T00:00:00+05:30,174-115724,1010976-10,38.0,2513.0,1
3549,Navalgund  A,1030413,11,Navalgunda,Navalagund,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,111033,2018-09-14T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-14T00:00:00+05:30,32-111033,1030413-11,38.0,32.0,1
3550,Muniyuru,21029,8,Turuvekere,Kondajji,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,111677,2018-07-20T00:00:00+05:30,2018-07-26T00:00:00+05:30,2018-07-20T00:00:00+05:30,58-111677,21029-8,36.0,56.0,1
3551,Suluru,567500,10,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,214076,2018-09-20T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-214076,567500-10,38.0,131.0,1
3552,Lingapura,850753,9,Koppa,Shettykoppa,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,300584,2018-06-13T00:00:00+05:30,2018-06-13T00:00:00+05:30,2018-06-13T00:00:00+05:30,22-300584,850753-9,38.0,22.0,1
3553,Somayajalapalli,585317,3,Shrinivasapura,Somayajalahalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,162248,2018-09-25T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-25T00:00:00+05:30,146-162248,585317-3,38.0,135.0,1
3554,Punacha,640931,12,Bantwal,Kepu,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,714618,2019-03-07T00:00:00+05:30,2019-03-14T00:00:00+05:30,2019-03-07T00:00:00+05:30,10-714618,640931-12,50.0,10.0,1
3555,Giriyapura,834743,8,Kadur,Antharagatta,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,297987,2018-10-31T000000+0530,2018-11-02T000000+0530,2018-10-31T000000+0530,20-297987,834743-8,38.0,20.0,1
3556,Dhanaguru,406616,2,Malavalli,HADLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,176436,2018-11-09T000000+0530,2018-11-13T000000+0530,2018-11-09T000000+0530,108-176436,406616-2,38.0,100.0,1
3557,Jevargi TP,981441,13,Jevargi,Jewargi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,69723,2019-03-17T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-17T00:00:00+05:30,167-69723,981441-13,38.0,155.0,1
3558,Yannamguru,555985,4,Shidlaghatta,Jangamakote,11000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,44185,2017-09-28T00:00:00+05:30,2017-10-06T00:00:00+05:30,2017-09-28T00:00:00+05:30,140-44185,555985-4,43.0,129.0,1
3559,Kammasandra,570072,2,Bangarpete,Bethamangala,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,113380,2018-01-11T00:00:00+05:30,2018-01-19T00:00:00+05:30,2018-01-11T00:00:00+05:30,143-113380,570072-2,37.0,132.0,1
3560,Ragibommana halli,405397,7,Malavalli,MALAVALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,179835,2018-11-16T000000+0530,2018-11-23T000000+0530,2018-11-16T000000+0530,108-179835,405397-7,38.0,100.0,1
3561,Rehamath nagara,568335,6,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,213915,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-213915,568335-6,38.0,131.0,1
3562,YADLAPUR,921066,1,Bidar,KAMTHANA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,124683,2018-09-12T00:00:00+05:30,2018-09-20T00:00:00+05:30,2018-09-12T00:00:00+05:30,155-124683,921066-1,38.0,143.0,1
3563,GARLGUNJI,52592,12,Khanapur,Halakarni,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,111957,2019-01-25T00:00:00+05:30,2019-01-25T00:00:00+05:30,2019-01-25T00:00:00+05:30,52-111957,52592-12,38.0,50.0,1
3564,Hosanagara,782200,7,Hosanagar,Hosanagara,7500,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,292475,2018-02-07T00:00:00+05:30,2018-02-09T00:00:00+05:30,2018-02-07T00:00:00+05:30,15-292475,782200-7,35.0,15.0,1
3565,Gandhi Nagar,436685,18,Bellary,Gandhinagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168423,2019-03-14T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-14T00:00:00+05:30,114-168423,436685-18,38.0,106.0,1
3566,Shrirangapatna,400766,3,Shrirangapatna,KODIYALA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,183680,2018-01-30T00:00:00+05:30,2018-02-07T00:00:00+05:30,2018-01-30T00:00:00+05:30,107-183680,400766-3,43.0,99.0,1
